customer_id,customer_name,email,mobile_number,city_name,state_name,country_name,risk_band,kyc_status
CUST000035,Customer 000035,customer000035@example.com,9847135391,Ahmedabad,Gujarat,India,LOW,PENDING
CUST000036,Customer 000036,customer000036@example.com,9827558317,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000037,Customer 000037,customer000037@example.com,9869302158,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000038,Customer 000038,customer000038@example.com,9811297845,Delhi,Delhi,India,LOW,PENDING
CUST000039,Customer 000039,customer000039@example.com,9830005727,Chennai,Tamil Nadu,India,HIGH,PENDING
CUST000040,Customer 000040,customer000040@example.com,9888183110,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000041,Customer 000041,customer000041@example.com,9815614174,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000042,Customer 000042,customer000042@example.com,9815354599,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000043,Customer 000043,customer000043@example.com,9899514287,Pune,Maharashtra,India,LOW,VERIFIED
CUST000044,Customer 000044,customer000044@example.com,9864543049,Delhi,Delhi,India,HIGH,VERIFIED
CUST000045,Customer 000045,customer000045@example.com,9831810617,Pune,Maharashtra,India,LOW,VERIFIED
CUST000046,Customer 000046,customer000046@example.com,9834073380,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000047,Customer 000047,customer000047@example.com,9865259205,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000048,Customer 000048,customer000048@example.com,9843308443,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000049,Customer 000049,customer000049@example.com,9824508349,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000050,Customer 000050,customer000050@example.com,9873174945,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000051,Customer 000051,customer000051@example.com,9856930359,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000052,Customer 000052,customer000052@example.com,9840547349,Ahmedabad,Gujarat,India,LOW,PENDING
CUST000053,Customer 000053,customer000053@example.com,9863481198,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000054,Customer 000054,customer000054@example.com,9847463522,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000055,Customer 000055,customer000055@example.com,9881969657,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000056,Customer 000056,customer000056@example.com,9845059710,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000057,Customer 000057,customer000057@example.com,9815134794,Bengaluru,Karnataka,India,LOW,VERIFIED
CUST000058,Customer 000058,customer000058@example.com,9852101056,Bengaluru,Karnataka,India,MEDIUM,VERIFIED
CUST000059,Customer 000059,customer000059@example.com,9825521714,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000060,Customer 000060,customer000060@example.com,9844188276,Pune,Maharashtra,India,LOW,VERIFIED
CUST000061,Customer 000061,customer000061@example.com,9879782527,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000062,Customer 000062,customer000062@example.com,9836445607,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000063,Customer 000063,customer000063@example.com,9854318698,Chennai,Tamil Nadu,India,HIGH,VERIFIED
CUST000064,Customer 000064,customer000064@example.com,9826726926,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000065,Customer 000065,customer000065@example.com,9851511484,Delhi,Delhi,India,HIGH,VERIFIED
CUST000066,Customer 000066,customer000066@example.com,9849682169,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000067,Customer 000067,customer000067@example.com,9899245317,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000068,Customer 000068,customer000068@example.com,9892613013,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000069,Customer 000069,customer000069@example.com,9810054484,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000070,Customer 000070,customer000070@example.com,9887844239,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000071,Customer 000071,customer000071@example.com,9869295515,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000072,Customer 000072,customer000072@example.com,9873509974,Delhi,Delhi,India,HIGH,VERIFIED
CUST000073,Customer 000073,customer000073@example.com,9848089166,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000074,Customer 000074,customer000074@example.com,9854988206,Delhi,Delhi,India,LOW,VERIFIED
CUST000075,Customer 000075,customer000075@example.com,9841523529,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000076,Customer 000076,customer000076@example.com,9836726767,Ahmedabad,Gujarat,India,LOW,PENDING
CUST000077,Customer 000077,customer000077@example.com,9873771720,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000078,Customer 000078,customer000078@example.com,9871124923,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000079,Customer 000079,customer000079@example.com,9836096655,Delhi,Delhi,India,HIGH,VERIFIED
CUST000080,Customer 000080,customer000080@example.com,9863640499,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000081,Customer 000081,customer000081@example.com,9810744212,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000082,Customer 000082,customer000082@example.com,9833607110,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000083,Customer 000083,customer000083@example.com,9884813739,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000084,Customer 000084,customer000084@example.com,9871265269,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000085,Customer 000085,customer000085@example.com,9881287314,Chennai,Tamil Nadu,India,HIGH,VERIFIED
CUST000086,Customer 000086,customer000086@example.com,9869401199,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000087,Customer 000087,customer000087@example.com,9867276174,Delhi,Delhi,India,HIGH,VERIFIED
CUST000088,Customer 000088,customer000088@example.com,9873709724,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000089,Customer 000089,customer000089@example.com,9895585469,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000090,Customer 000090,customer000090@example.com,9875041510,Delhi,Delhi,India,HIGH,VERIFIED
CUST000091,Customer 000091,customer000091@example.com,9820399639,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000092,Customer 000092,customer000092@example.com,9855076693,Bengaluru,Karnataka,India,MEDIUM,VERIFIED
CUST000093,Customer 000093,customer000093@example.com,9828572252,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000094,Customer 000094,customer000094@example.com,9830509175,Chennai,Tamil Nadu,India,HIGH,VERIFIED
CUST000095,Customer 000095,customer000095@example.com,9864707061,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000096,Customer 000096,customer000096@example.com,9818357162,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000097,Customer 000097,customer000097@example.com,9888393811,Hyderabad,Telangana,India,HIGH,PENDING
CUST000098,Customer 000098,customer000098@example.com,9887267850,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000099,Customer 000099,customer000099@example.com,9850079111,Bengaluru,Karnataka,India,MEDIUM,VERIFIED
CUST000100,Customer 000100,customer000100@example.com,9866240084,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000101,Customer 000101,customer000101@example.com,9890967191,Delhi,Delhi,India,LOW,VERIFIED
CUST000102,Customer 000102,customer000102@example.com,9868496914,Bengaluru,Karnataka,India,MEDIUM,PENDING
CUST000103,Customer 000103,customer000103@example.com,9899774697,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000104,Customer 000104,customer000104@example.com,9832151928,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000105,Customer 000105,customer000105@example.com,9881688860,Delhi,Delhi,India,LOW,VERIFIED
CUST000106,Customer 000106,customer000106@example.com,9885751409,Delhi,Delhi,India,HIGH,PENDING
CUST000107,Customer 000107,customer000107@example.com,9867527432,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000108,Customer 000108,customer000108@example.com,9816749089,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000109,Customer 000109,customer000109@example.com,9871028710,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000110,Customer 000110,customer000110@example.com,9847346970,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000111,Customer 000111,customer000111@example.com,9873123515,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000112,Customer 000112,customer000112@example.com,9856970882,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000113,Customer 000113,customer000113@example.com,9897477029,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000114,Customer 000114,customer000114@example.com,9836757737,Pune,Maharashtra,India,LOW,VERIFIED
CUST000115,Customer 000115,customer000115@example.com,9826941092,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000116,Customer 000116,customer000116@example.com,9839254705,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000117,Customer 000117,customer000117@example.com,9859512272,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000118,Customer 000118,customer000118@example.com,9825372341,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000119,Customer 000119,customer000119@example.com,9887669750,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000120,Customer 000120,customer000120@example.com,9860372847,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000121,Customer 000121,customer000121@example.com,9820200074,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000122,Customer 000122,customer000122@example.com,9842594692,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000123,Customer 000123,customer000123@example.com,9890585882,Bengaluru,Karnataka,India,LOW,VERIFIED
CUST000124,Customer 000124,customer000124@example.com,9815512205,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000125,Customer 000125,customer000125@example.com,9859737181,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000126,Customer 000126,customer000126@example.com,9811698142,Bengaluru,Karnataka,India,MEDIUM,VERIFIED
CUST000127,Customer 000127,customer000127@example.com,9868186525,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000128,Customer 000128,customer000128@example.com,9871705170,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000129,Customer 000129,customer000129@example.com,9880027662,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000130,Customer 000130,customer000130@example.com,9882232344,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000131,Customer 000131,customer000131@example.com,9889520597,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000132,Customer 000132,customer000132@example.com,9821631697,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000133,Customer 000133,customer000133@example.com,9872372114,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000134,Customer 000134,customer000134@example.com,9855150390,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000135,Customer 000135,customer000135@example.com,9834406132,Bengaluru,Karnataka,India,MEDIUM,VERIFIED
CUST000136,Customer 000136,customer000136@example.com,9844675473,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000137,Customer 000137,customer000137@example.com,9847080140,Delhi,Delhi,India,HIGH,PENDING
CUST000138,Customer 000138,customer000138@example.com,9821490777,Pune,Maharashtra,India,LOW,VERIFIED
CUST000139,Customer 000139,customer000139@example.com,9884514489,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000140,Customer 000140,customer000140@example.com,9875876924,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000141,Customer 000141,customer000141@example.com,9849491631,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000142,Customer 000142,customer000142@example.com,9851098277,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000143,Customer 000143,customer000143@example.com,9884285882,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000144,Customer 000144,customer000144@example.com,9883871890,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000145,Customer 000145,customer000145@example.com,9846361787,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000146,Customer 000146,customer000146@example.com,9835848226,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000147,Customer 000147,customer000147@example.com,9834850391,Delhi,Delhi,India,LOW,VERIFIED
CUST000148,Customer 000148,customer000148@example.com,9847111151,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000149,Customer 000149,customer000149@example.com,9880415568,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000150,Customer 000150,customer000150@example.com,9836054020,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000151,Customer 000151,customer000151@example.com,9850569669,Pune,Maharashtra,India,LOW,VERIFIED
CUST000152,Customer 000152,customer000152@example.com,9846817443,Pune,Maharashtra,India,LOW,VERIFIED
CUST000153,Customer 000153,customer000153@example.com,9849209916,Delhi,Delhi,India,HIGH,VERIFIED
CUST000154,Customer 000154,customer000154@example.com,9875884623,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000155,Customer 000155,customer000155@example.com,9848163378,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000156,Customer 000156,customer000156@example.com,9834744872,Bengaluru,Karnataka,India,LOW,VERIFIED
CUST000157,Customer 000157,customer000157@example.com,9874119726,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000158,Customer 000158,customer000158@example.com,9876001106,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000159,Customer 000159,customer000159@example.com,9817195288,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000160,Customer 000160,customer000160@example.com,9850780112,Delhi,Delhi,India,LOW,VERIFIED
CUST000161,Customer 000161,customer000161@example.com,9884903294,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000162,Customer 000162,customer000162@example.com,9893002706,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000163,Customer 000163,customer000163@example.com,9870467027,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000164,Customer 000164,customer000164@example.com,9867556566,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000165,Customer 000165,customer000165@example.com,9891823275,Mumbai,Maharashtra,India,HIGH,PENDING
CUST000166,Customer 000166,customer000166@example.com,9837888820,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000167,Customer 000167,customer000167@example.com,9820896797,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000168,Customer 000168,customer000168@example.com,9820075036,Delhi,Delhi,India,LOW,PENDING
CUST000169,Customer 000169,customer000169@example.com,9889699989,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000170,Customer 000170,customer000170@example.com,9848668783,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000171,Customer 000171,customer000171@example.com,9870939053,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000172,Customer 000172,customer000172@example.com,9893893865,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000173,Customer 000173,customer000173@example.com,9867061186,Pune,Maharashtra,India,LOW,VERIFIED
CUST000174,Customer 000174,customer000174@example.com,9829997018,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000175,Customer 000175,customer000175@example.com,9818004482,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000176,Customer 000176,customer000176@example.com,9886397676,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000177,Customer 000177,customer000177@example.com,9850814428,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000178,Customer 000178,customer000178@example.com,9877172238,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000179,Customer 000179,customer000179@example.com,9890267122,Mumbai,Maharashtra,India,LOW,VERIFIED
CUST000180,Customer 000180,customer000180@example.com,9853261270,Chennai,Tamil Nadu,India,HIGH,VERIFIED
CUST000181,Customer 000181,customer000181@example.com,9840725714,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000182,Customer 000182,customer000182@example.com,9888802305,Delhi,Delhi,India,LOW,VERIFIED
CUST000183,Customer 000183,customer000183@example.com,9846173157,Chennai,Tamil Nadu,India,HIGH,PENDING
CUST000184,Customer 000184,customer000184@example.com,9833513701,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000185,Customer 000185,customer000185@example.com,9847333543,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000186,Customer 000186,customer000186@example.com,9895199362,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000187,Customer 000187,customer000187@example.com,9856702542,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000188,Customer 000188,customer000188@example.com,9824039158,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000189,Customer 000189,customer000189@example.com,9876500726,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000190,Customer 000190,customer000190@example.com,9883832717,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000191,Customer 000191,customer000191@example.com,9843876400,Bengaluru,Karnataka,India,MEDIUM,VERIFIED
CUST000192,Customer 000192,customer000192@example.com,9864247457,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000193,Customer 000193,customer000193@example.com,9898269682,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000194,Customer 000194,customer000194@example.com,9835176902,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000195,Customer 000195,customer000195@example.com,9876906611,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000196,Customer 000196,customer000196@example.com,9837321124,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000197,Customer 000197,customer000197@example.com,9868802946,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000198,Customer 000198,customer000198@example.com,9894560158,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000199,Customer 000199,customer000199@example.com,9831257157,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000200,Customer 000200,customer000200@example.com,9864759583,Delhi,Delhi,India,LOW,VERIFIED
CUST000201,Customer 000201,customer000201@example.com,9825228493,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000202,Customer 000202,customer000202@example.com,9830665654,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000203,Customer 000203,customer000203@example.com,9878299645,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000204,Customer 000204,customer000204@example.com,9874759996,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000205,Customer 000205,customer000205@example.com,9829413516,Delhi,Delhi,India,MEDIUM,VERIFIED
CUST000206,Customer 000206,customer000206@example.com,9878214937,Delhi,Delhi,India,HIGH,VERIFIED
CUST000207,Customer 000207,customer000207@example.com,9819369750,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000208,Customer 000208,customer000208@example.com,9865692629,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000209,Customer 000209,customer000209@example.com,9845859307,Delhi,Delhi,India,LOW,VERIFIED
CUST000210,Customer 000210,customer000210@example.com,9888777447,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000211,Customer 000211,customer000211@example.com,9829944139,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000212,Customer 000212,customer000212@example.com,9854619335,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000213,Customer 000213,customer000213@example.com,9871115319,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000214,Customer 000214,customer000214@example.com,9842051937,Chennai,Tamil Nadu,India,HIGH,VERIFIED
CUST000215,Customer 000215,customer000215@example.com,9865133300,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000216,Customer 000216,customer000216@example.com,9861167978,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000217,Customer 000217,customer000217@example.com,9897512508,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000218,Customer 000218,customer000218@example.com,9826944487,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000219,Customer 000219,customer000219@example.com,9823470708,Bengaluru,Karnataka,India,MEDIUM,PENDING
CUST000220,Customer 000220,customer000220@example.com,9812059919,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000221,Customer 000221,customer000221@example.com,9897883261,Ahmedabad,Gujarat,India,LOW,PENDING
CUST000222,Customer 000222,customer000222@example.com,9845570755,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000223,Customer 000223,customer000223@example.com,9897219599,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000224,Customer 000224,customer000224@example.com,9881621574,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000225,Customer 000225,customer000225@example.com,9875491202,Chennai,Tamil Nadu,India,HIGH,PENDING
CUST000226,Customer 000226,customer000226@example.com,9841510328,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000227,Customer 000227,customer000227@example.com,9840532691,Bengaluru,Karnataka,India,HIGH,PENDING
CUST000228,Customer 000228,customer000228@example.com,9895060193,Mumbai,Maharashtra,India,HIGH,VERIFIED
CUST000229,Customer 000229,customer000229@example.com,9832329103,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000230,Customer 000230,customer000230@example.com,9816172803,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000231,Customer 000231,customer000231@example.com,9858112135,Bengaluru,Karnataka,India,MEDIUM,VERIFIED
CUST000232,Customer 000232,customer000232@example.com,9881291936,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000233,Customer 000233,customer000233@example.com,9834166826,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000234,Customer 000234,customer000234@example.com,9861344226,Delhi,Delhi,India,HIGH,VERIFIED
CUST000235,Customer 000235,customer000235@example.com,9888270025,Hyderabad,Telangana,India,LOW,VERIFIED
CUST000236,Customer 000236,customer000236@example.com,9844088261,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000237,Customer 000237,customer000237@example.com,9872445234,Mumbai,Maharashtra,India,MEDIUM,VERIFIED
CUST000238,Customer 000238,customer000238@example.com,9819913576,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000239,Customer 000239,customer000239@example.com,9850151803,Delhi,Delhi,India,HIGH,VERIFIED
CUST000240,Customer 000240,customer000240@example.com,9843567615,Chennai,Tamil Nadu,India,MEDIUM,VERIFIED
CUST000241,Customer 000241,customer000241@example.com,9861632653,Pune,Maharashtra,India,MEDIUM,VERIFIED
CUST000242,Customer 000242,customer000242@example.com,9886762164,Hyderabad,Telangana,India,MEDIUM,VERIFIED
CUST000243,Customer 000243,customer000243@example.com,9849625201,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000244,Customer 000244,customer000244@example.com,9863124147,Chennai,Tamil Nadu,India,MEDIUM,PENDING
CUST000245,Customer 000245,customer000245@example.com,9816582607,Ahmedabad,Gujarat,India,HIGH,VERIFIED
CUST000246,Customer 000246,customer000246@example.com,9848412328,Ahmedabad,Gujarat,India,LOW,VERIFIED
CUST000247,Customer 000247,customer000247@example.com,9839394291,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000248,Customer 000248,customer000248@example.com,9898473848,Bengaluru,Karnataka,India,HIGH,VERIFIED
CUST000249,Customer 000249,customer000249@example.com,9823041121,Chennai,Tamil Nadu,India,HIGH,VERIFIED
CUST000250,Customer 000250,customer000250@example.com,9869166287,Bengaluru,Karnataka,India,LOW,VERIFIED
CUST000251,Customer 000251,customer000251@example.com,9827637794,Chennai,Tamil Nadu,India,LOW,VERIFIED
CUST000252,Customer 000252,customer000252@example.com,9865767881,Bengaluru,Karnataka,India,LOW,VERIFIED
CUST000253,Customer 000253,customer000253@example.com,9882398083,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000254,Customer 000254,customer000254@example.com,9832084778,Bengaluru,Karnataka,India,MEDIUM,VERIFIED
CUST000255,Customer 000255,customer000255@example.com,9849613214,Hyderabad,Telangana,India,HIGH,VERIFIED
CUST000256,Customer 000256,customer000256@example.com,9825457816,Ahmedabad,Gujarat,India,MEDIUM,VERIFIED
CUST000257,Customer 000257,customer000257@example.com,9840281491,Pune,Maharashtra,India,HIGH,VERIFIED
CUST000258,Customer 000258,customer000258@example.com,9884801233,Hyderabad,Telangana,India,MEDIUM,PENDING
CUST000259,Customer 000259,customer000259@example.com,9811868130,Hyderabad,Telangana,India,MEDIUM,VERIFIED
